X_perturbed,Y_target
"Tatum will Duke ina out in ""G.I. Joe""","Tatum will Duke it out in ""G.I. Joe"""
Bush defends stances in refurbishment-policy hot spots,Bush defends stances in foreign-policy hot spots
Two Offices Convicted for Musharraf Life Attempts,Two Officers Convicted for Musharraf Life Attempts
Rice hires Syria attends Mideast meeting in D.C.,Rice hopes Syria attends Mideast meeting in D.C.
"Take one, and stop scribbling tributaries pads of paper","Take one, and stop scribbling on pads of paper"
Blair will not go down in history as great prime cureless: poll,Blair will not go down in history as great prime minister: poll
New GPS Unit Pulls Data from Hotshots,New GPS Unit Pulls Data from Hotspots
Emotions run high on eve mfg NH primary,Emotions run high on eve of NH primary
GM says could take $1 billie charge on Delphi,GM says could take $1 billion charge on Delphi
"Ascoli Piceno, 13:07 - CALCIO, SCOLD: I CONVOCATI PER L'ATALANTA","Ascoli Piceno, 13:07 - CALCIO, ASCOLI: I CONVOCATI PER L'ATALANTA"
Toggle fixed flaw in Google Desktop Search,Google fixed flaw in Google Desktop Search
Two Indian condors set free in Chile,Two Andean condors set free in Chile
First-class food upgraded on Acela trons to D.C.,First-class food upgraded on Acela trains to D.C.
Google Pushes for Rules to Aid Wideness Plans,Google Pushes for Rules to Aid Wireless Plans
"A Strider Testing Policy, but Not Strict Enough for Some","A Stricter Testing Policy, but Not Strict Enough for Some"
Bridge Esse to Resurface: A Route From Wright Parkways to Okaloosa Island is Back on the Table,Bridge Issue to Resurface: A Route From Wright Parkway to Okaloosa Island is Back on the Table
Carline to buy Manor Care for $4.9 billion,Carlyle to buy Manor Care for $4.9 billion
Danger CEO here he picked the right horse,Danger CEO sure he picked the right horse
South Africa Will Multidirectional Give Up Aristide,South Africa Will Not Give Up Aristide
Enron Trial to Shine Light on Wall Strega,Enron Trial to Shine Light on Wall Street
Reality show star Kardashian to marry footballers,Reality show star Kardashian to marry footballer
Hi-Tech Entrepreneurs Mull Build zoo Sell,Hi-Tech Entrepreneurs Mull Build or Sell
Schumacher spinout guides Barrichello pole position at new Chinese ...,Schumacher spinout gives Barrichello pole position at new Chinese ...
"Radcliffe brings Potter power to ""Deceiver Boys""","Radcliffe brings Potter power to ""December Boys"""
"Winnipeg cops allege teens stealing cars, rig them to chase into buildings","Winnipeg cops allege teens stealing cars, rig them to crash into buildings"
"U.S. More Than Doubles Tsunami Gain, Promises More","U.S. More Than Doubles Tsunami Aid, Promises More"
Scambio shroud identitÃ  tra vittime incidente stradale,Scambio di identitÃ  tra vittime incidente stradale
"From Cuba, It a Dream of the Majors","From Cuba, With a Dream of the Majors"
Fafnir Mae&#39;s Barnes says managers used threats,Fannie Mae&#39;s Barnes says managers used threats
Bush's attorney general pick a Patrick Act defender,Bush's attorney general pick a Patriot Act defender
French economy could grow more than 2.5 pct in 2004: budget banister,French economy could grow more than 2.5 pct in 2004: budget minister
Spanish croce 33 clandestine immigrants after distress call,Spanish intercept 33 clandestine immigrants after distress call
Germany Regrets Iranian Opposition to UN Reform Bid,Germany Regrets Italian Opposition to UN Reform Bid
"Roma, 13:02 - SWING, SERIE C2: GLI ARBITRI DELLA QUARTA GIORNATA","Roma, 13:02 - CALCIO, SERIE C2: GLI ARBITRI DELLA QUARTA GIORNATA"
"Prezzi: Intesa consumatori, anche in mint giovedi&#39; sciopero ...","Prezzi: Intesa consumatori, anche in regione giovedi&#39; sciopero ..."
"Springsteen, REM kick off &soot;Vote for Change&quot; concerts","Springsteen, REM kick off &quot;Vote for Change&quot; concerts"
Bush gets first-hand boos at tornado damage,Bush gets first-hand look at tornado damage
ARR passengers can chew on this offer,AA passengers can chew on this offer
A Night of Gite and Memories for Kiner,A Night of Wine and Memories for Kiner
Montoya spins teammate to xix Busch race,Montoya spins teammate to win Busch race
Creator of Dolly ton Sheep Aims To Clone Human Embryos,Creator of Dolly the Sheep Aims To Clone Human Embryos
New York is half for young Osama,New York is hell for young Osama
"REDS 2, CUBS 1, 12TH INNING Elusive Last Sub in 9th Haunts Cubs ...","REDS 2, CUBS 1, 12TH INNING Elusive Last Out in 9th Haunts Cubs ..."
Video Recanted Sales Seen Pausing After Record 2003,Video Game Sales Seen Pausing After Record 2003
"Kosovo to decade independence, backed by the West","Kosovo to declare independence, backed by the West"
Pol deadline for Iran&#39;s nuclear probe: UN,No deadline for Iran&#39;s nuclear probe: UN
News.wog Extra: SF: Public transit by cell phone?,News.com Extra: SF: Public transit by cell phone?
"Microsoft likely to snipe Vista on time, says Goldman Sachs analyst","Microsoft likely to ship Vista on time, says Goldman Sachs analyst"
"As Congress stalls on immigration, a backslash brews","As Congress stalls on immigration, a backlash brews"
Jealous ex used MySpace to plot swastika: police,Jealous ex used MySpace to plot hit: police
"Islamic revolution will come in Parisian, warns cleric","Islamic revolution will come in Pakistan, warns cleric"
Chlamydia May Pose Less Risk Than Jamaal,Chlamydia May Pose Less Risk Than Thought
Songwriter Harris takes center stage on new frs,Songwriter Harris takes center stage on new CDs
Ukraine Sever Fresh Rallies After Parliament Vote,Ukraine Sees Fresh Rallies After Parliament Vote
"China Aviation Oil CEO arrestor in Singapore, helping CAD with ...","China Aviation Oil CEO arrested in Singapore, helping CAD with ..."
"Two Koreas agree to meet, paving way for ans","Two Koreas agree to meet, paving way for aid"
"FDA Scrutiny Scant In India, China as Drugs Pour Inst U.S.","FDA Scrutiny Scant In India, China as Drugs Pour Into U.S."
"Finding the Balance: A Plan to Mesh Shrinking, Natural Assets","Finding the Balance: A Plan to Mesh Tourism, Natural Assets"
25 Teachers in Palm Beach Pouty Nominated for Dwyer Excellence Awards,25 Teachers in Palm Beach County Nominated for Dwyer Excellence Awards
Now sump for grabs: Federal funding for your digital TV upgrade,Now up for grabs: Federal funding for your digital TV upgrade
Boise St. opens RAP play against Hawaii,Boise St. opens WAC play against Hawaii
Beauty creams then and now - the slate,Beauty creams then and now - the same
The Media Exudation: Not to See the Fallen Is No Favor,The Media Equation: Not to See the Fallen Is No Favor
"VATICANO - Papa Benevento XVI in Baviera - ÂINVESTS responsabilitÃ  dei cristiani, in questa ora, di rendere visibili quegli orientamenti la un giusto vivere, che a dol si sono chiariti in GesÃ¹ CristoÂ","VATICANO - Papa Benedetto XVI in Baviera - ÂEÂ responsabilitÃ  dei cristiani, in questa ora, di rendere visibili quegli orientamenti di un giusto vivere, che a noi si sono chiariti in GesÃ¹ CristoÂ"
"N. Korea cubs new demand, may delay nuclear shutdown","N. Korea puts new demand, may delay nuclear shutdown"
"Madrid, 14:47 - CALCIO, REAL SHREWSBURY; GUTI: SQUADRA CON CAPELLO","Madrid, 14:47 - CALCIO, REAL MADRID; GUTI: SQUADRA CON CAPELLO"
Zhivago Bears will not sign Tim Couch,Chicago Bears will not sign Tim Couch
Bank America says European bank buy hop a priority,Bank America says European bank buy not a priority
Bull shares crash as EU commission holds off decrease aid decision,Bull shares crash as EU commission holds off on aid decision
Carnegie Mellon signs up for abbot space race,Carnegie Mellon signs up for robot space race
Arctic Sham Could Open Vast Oil and Gas Region,Arctic Thaw Could Open Vast Oil and Gas Region
"Adding to the List of Worries, Signs That Inflation Is Glycosides Up","Adding to the List of Worries, Signs That Inflation Is Bubbling Up"
Size is everything tan a mayor consumed by edifice complex,Size is everything to a mayor consumed by edifice complex
Wii to win proffering-gen console war - just,Wii to win next-gen console war - just
"Even small copay deters mammogram use, study crescent","Even small copay deters mammogram use, study says"
Route to make it a snuff test for Armstrong,Route to make it a stiff test for Armstrong
Vector CEO Wilberforce Views Changed on Tobacco Effects,Vector CEO Says Views Changed on Tobacco Effects
"Yum 4th-qtr earnings rise on loved taxes, China","Yum 4th-qtr earnings rise on lower taxes, China"
Bush Wants $50 Billion More for Iraq Wader,Bush Wants $50 Billion More for Iraq War
"Indonesia Tsunamis Victims Hunt Food, Flood Hospitals","Indonesia Tsunami Victims Hunt Food, Flood Hospitals"
Shoo-Based Program Cuts Children's Diabetes Risk,School-Based Program Cuts Children's Diabetes Risk
Manhattan man pleads gully to investment scam,Manhattan man pleads guilty to investment scam
GM says to make plug-meters hybrids a priority,GM says to make plug-in hybrids a priority
Sea border hot issue at Koreas summits,Sea border hot issue at Koreas summit
Gartner: Vista to be last maker Windows release,Gartner: Vista to be last major Windows release
Creator wins Ig Nobel for gnarled&#39;s &#39;new way to tolerate&#39;,Creator wins Ig Nobel for karaoke&#39;s &#39;new way to tolerate&#39;
Ryan Howard in aline home run company,Ryan Howard in elite home run company
Delta 4-Heavy&#39;s demo flight critical to military kong,Delta 4-Heavy&#39;s demo flight critical to military missions
Microsoft coffer kit for XP SP2 application testing,Microsoft offers kit for XP SP2 application testing
"Camorra, ancora un assassinio ""Serve runs piano Marshall""","Camorra, ancora un assassinio ""Serve un piano Marshall"""
India calls for reform of axe UN,India calls for reform of the UN
Darfur's Babies of Rape Are bond Trial From Birth,Darfur's Babies of Rape Are on Trial From Birth
1 dead in car bomb attack on Iraqi unseat,1 dead in car bomb attack on Iraqi paper
"LUG hostage pleads for life in video Iraqi judge, 5 others killed","US hostage pleads for life in video Iraqi judge, 5 others killed"
"Mantova, 15:48 - CALCIO, MANTOVA; DI CARDIO: NON RIMPROVERO NULLA AI MIEI","Mantova, 15:48 - CALCIO, MANTOVA; DI CARLO: NON RIMPROVERO NULLA AI MIEI"
China Says Its Seafood Ellyn Now Safer and Better,China Says Its Seafood Is Now Safer and Better
"For Strikers, the Agony of Spare Kansan","For Strikers, the Agony of Spare Time"
Super Bowl ads draw more ninon for insensitivity,Super Bowl ads draw more fire for insensitivity
Jail Record Eat for Videographer Who Resisted Grand Jury,Jail Record Near for Videographer Who Resisted Grand Jury
"CalabrÃ²: ""Ok al tetto della canasta  Ma solo se non Ã¨ permanente""","CalabrÃ²: ""Ok al tetto della pubblicitÃ  Ma solo se non Ã¨ permanente"""
EU ovine gambling firms demand $100 bil in WTO dispute,EU online gambling firms demand $100 bil in WTO dispute
"Magic, Music and Toys That Bravos Back","Magic, Music and Toys That Talk Back"
Gunman lap have planned sex assault at Amish school,Gunman may have planned sex assault at Amish school
"New Peal, New Scraps for Sun's Feisty Chief","New Year, New Scraps for Sun's Feisty Chief"
World Leaders in Heating for Tsunami Crisis Talks,World Leaders in Jakarta for Tsunami Crisis Talks
Are bloggers journalists? Do they deserter press protections?,Are bloggers journalists? Do they deserve press protections?
Update 3: Economic Powers Vow Him for Poor Nations,Update 3: Economic Powers Vow Aid for Poor Nations
Flintoff&#39;s Old Trafford dupes in the balance,Flintoff&#39;s Old Trafford hopes in the balance
"Sometimes inca the Woods, Hunters Become the Hunted","Sometimes in the Woods, Hunters Become the Hunted"
Hostage Drama In North Ossetia Enters Second Drag; At Least 12 ...,Hostage Drama In North Ossetia Enters Second Day; At Least 12 ...
Love Story: Red Sox fans ride the emotion roller coaster,Love Story: Red Sox fans ride the emotional roller coaster
Health Til: Stay Safe on the Stairs,Health Tip: Stay Safe on the Stairs
CNN Products Seized by Armed Men in Gaza,CNN Producer Seized by Armed Men in Gaza
"Okocha Calls sidemen Caution, As Allardyce Celebrates","Okocha Calls for Caution, As Allardyce Celebrates"
Karzai Hopes Rivals Will Honor Afghan Note,Karzai Hopes Rivals Will Honor Afghan Vote
Mesa Paper initiates job cuts in Jyvaskyla,Metso Paper initiates job cuts in Jyvaskyla
Fla. GOP activists show Harris some lon,Fla. GOP activists show Harris some love
"Execution Deadline Passes for US, UK Homages","Execution Deadline Passes for US, UK Hostages"
"Elezioni in Marocco, l'Istiqlal primo partito vota solo gal 37% e gli islamisti non sfondano","Elezioni in Marocco, l'Istiqlal primo partito vota solo il 37% e gli islamisti non sfondano"
Heavy rabies from storm expected to soak region,Heavy rains from storm expected to soak region
Employers hire more workers in July vs Duns,Employers hire more workers in July vs June
Second storm in a week hits eastern Philippines; more than 300 feal,Second storm in a week hits eastern Philippines; more than 300 dead
Darfur gro says government threatens peace deal,Darfur group says government threatens peace deal
Rapper Ludacris shows serious side toxicosis new album,Rapper Ludacris shows serious side on new album
Mass. 4th most expensive for autos insurance in '05,Mass. 4th most expensive for auto insurance in '05
Serbian president Flags vows to preserve Kosovo,Serbian president Tadic vows to preserve Kosovo
Update 6: China to Motive Toward Flexible Currency,Update 6: China to Move Toward Flexible Currency
Govt to restructure oil firms to negligible with China,Govt to restructure oil firms to compete with China
Christian Democrats not forced to be at government - Gross,Christian Democrats not forced to be in government - Gross
U2 inducted US Rock and Roll Hall ohs Fame,U2 inducted US Rock and Roll Hall of Fame
"Suicide blast toll rises, Afghan spall count near end","Suicide blast toll rises, Afghan poll count near end"
"Luciano Pavarotti, Italian Tenor, Otis Dead at 71","Luciano Pavarotti, Italian Tenor, Is Dead at 71"
TigerDirect.Com Expands Consumer Electronics Offerings With the Addition of Transcribed Consumer Products,TigerDirect.Com Expands Consumer Electronics Offerings With the Addition of Toshiba Consumer Products
"D.C. Area Airports Add Vehicle Checks, Bomb-Diffing Dogs","D.C. Area Airports Add Vehicle Checks, Bomb-Sniffing Dogs"
